LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008CB	1	AileensGen_ActorCollideWit_000008CB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008CB_1.xwm	File Not Found				Hey, try to be careful.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008CC	1	AileensGen_ActorCollideWit_000008CC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008CC_1.xwm	File Not Found				I didn't expect that to move.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008CD	1	AileensGen_ActorCollideWit_000008CD_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008CD_1.xwm	File Not Found				Is it damaged?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008CE	1	AileensGen_ActorCollideWit_000008CE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008CE_1.xwm	File Not Found				It looked sturdier.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008CF	1	AileensGen_ActorCollideWit_000008CF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008CF_1.xwm	File Not Found				That was lighter than I thought it'd be.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008D0	1	AileensGen_ActorCollideWit_000008D0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008D0_1.xwm	File Not Found				I have no idea how that even fell over.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008D4	1	AileensGen_ActorCollideWit_000008D4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008D4_1.xwm	File Not Found				Let's try not to do that again.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008D5	1	AileensGen_ActorCollideWit_000008D5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008D5_1.xwm	File Not Found				I see why stuff is kept in chests here now.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008D6	1	AileensGen_ActorCollideWit_000008D6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008D6_1.xwm	File Not Found				There is quite a bit of clutter here.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008D7	1	AileensGen_ActorCollideWit_000008D7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008D7_1.xwm	File Not Found				Do we put it back...or leave it?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700089D	1	AileensGen_AileenIdles_0000089D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000089D_1.xwm	File Not Found				There's so much here I don't understand yet.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700089E	1	AileensGen_AileenIdles_0000089E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000089E_1.xwm	File Not Found				I keep thinking I'll wake up somewhere familiar.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700089F	1	AileensGen_AileenIdles_0000089F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000089F_1.xwm	File Not Found				This world can be both frightening and beautiful.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070008A0	1	AileensGen_AileenIdles_000008A0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000008A0_1.xwm	File Not Found				Everyone here seems to carry a weapon.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070008A1	1	AileensGen_AileenIdles_000008A1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000008A1_1.xwm	File Not Found				The air feels much different here. I can't really explain it.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 070008A2	1	AileensGen_AileenIdles_000008A2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_000008A2_1.xwm	File Not Found				I'm glad I'm not alone.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000938	1	AileensGen_AileenIdles_00000938_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000938_1.xwm	File Not Found				The roads are much less defined than I'm used to.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000939	1	AileensGen_AileenIdles_00000939_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000939_1.xwm	File Not Found				This place can be beautiful when nothing is trying to kill us.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000958	1	AileensGen_AileenIdles_00000958_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000958_1.xwm	File Not Found				I'm mostly starting to judge narrow spaces better. Mostly.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700093A	1	AileensGen_AileenIdles_0000093A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000093A_1.xwm	File Not Found				Everything here is so much older than it looks.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700093B	1	AileensGen_AileenIdles_0000093B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000093B_1.xwm	File Not Found				The weather changes shockingly quick here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000956	1	AileensGen_AileenIdles_00000956_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000956_1.xwm	File Not Found				I'd like to see how enchantments are made...Probably from a distance.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000957	1	AileensGen_AileenIdles_00000957_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000957_1.xwm	File Not Found				Apparently, asking what something does isn't always a good idea.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700093C	1	AileensGen_AileenIdles_0000093C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000093C_1.xwm	File Not Found				There are mountains in every direction I look.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700093D	1	AileensGen_AileenIdles_0000093D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000093D_1.xwm	File Not Found				It's strange how far you can see without seeing civilization.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000953	1	AileensGen_AileenIdles_00000953_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000953_1.xwm	File Not Found				I keep hearing different names mentioned like they're religious. Are those tgods here?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700093E	1	AileensGen_AileenIdles_0000093E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000093E_1.xwm	File Not Found				I'm starting to miss paved roads.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000954	1	AileensGen_AileenIdles_00000954_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000954_1.xwm	File Not Found				Skyrim seems much larger when you actually have to walk across it.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700093F	1	AileensGen_AileenIdles_0000093F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000093F_1.xwm	File Not Found				You know, open flames and wood buildings seem like a bad combo.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000940	1	AileensGen_AileenIdles_00000940_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000940_1.xwm	File Not Found				I miss knowing what time is...	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000941	1	AileensGen_AileenIdles_00000941_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000941_1.xwm	File Not Found				I still find myself reaching for light switches sometimes when entering a room.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000951	1	AileensGen_AileenIdles_00000951_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000951_1.xwm	File Not Found				Everyone seems to know about the dragons here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000942	1	AileensGen_AileenIdles_00000942_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000942_1.xwm	File Not Found				I don't think I appreciated indoor plumbing enough.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000943	1	AileensGen_AileenIdles_00000943_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000943_1.xwm	File Not Found				I'm not lost, just....somewhere wildly unfamiliar.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000944	1	AileensGen_AileenIdles_00000944_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000944_1.xwm	File Not Found				I hope we're not walking into danger again.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000955	1	AileensGen_AileenIdles_00000955_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000955_1.xwm	File Not Found				How did people figure out which mushrooms are safe?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000945	1	AileensGen_AileenIdles_00000945_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000945_1.xwm	File Not Found				I'm trying my best not to asssume everything is dangerous here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700095A	1	AileensGen_AileenIdles_0000095A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000095A_1.xwm	File Not Found				How can you tell a safe ruin? Actually, are any of them even safe?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000946	1	AileensGen_AileenIdles_00000946_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000946_1.xwm	File Not Found				There are too many stairs here. And none of them are the same height.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000947	1	AileensGen_AileenIdles_00000947_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000947_1.xwm	File Not Found				I'm sure things here will eventually make sense.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700095C	1	AileensGen_AileenIdles_0000095C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000095C_1.xwm	File Not Found				At least nothing has exploded recently.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000948	1	AileensGen_AileenIdles_00000948_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000948_1.xwm	File Not Found				I swear I've seen that plant before. No, or was it a different one?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000949	1	AileensGen_AileenIdles_00000949_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000949_1.xwm	File Not Found				You have a plan, right?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700094A	1	AileensGen_AileenIdles_0000094A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000094A_1.xwm	File Not Found				Do you always travel this much?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700094B	1	AileensGen_AileenIdles_0000094B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000094B_1.xwm	File Not Found				Sunlight feels different here. Not wrong, just...different.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700095B	1	AileensGen_AileenIdles_0000095B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000095B_1.xwm	File Not Found				I'm still not too sure what I'm supposed to do here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700094C	1	AileensGen_AileenIdles_0000094C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000094C_1.xwm	File Not Found				Not sure I'll ever be comfortable drinking directly from a stream.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000950	1	AileensGen_AileenIdles_00000950_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000950_1.xwm	File Not Found				There are a surprising amount of cursed objects in this land.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700094D	1	AileensGen_AileenIdles_0000094D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000094D_1.xwm	File Not Found				Most doors back home lock on both sides.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700094E	1	AileensGen_AileenIdles_0000094E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000094E_1.xwm	File Not Found				Hot water should not be considered a luxury.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 0700094F	1	AileensGen_AileenIdles_0000094F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_0000094F_1.xwm	File Not Found				Is alchemy chemistry, magic or both?	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000952	1	AileensGen_AileenIdles_00000952_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000952_1.xwm	File Not Found				I'm not sure I understand the difference between a mage, and a wizard. 	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000959	1	AileensGen_AileenIdles_00000959_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000959_1.xwm	File Not Found				Doorways here weren't really made for winged folk, were they.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000960	1	AileensGen_AileenIdles_00000960_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000960_1.xwm	File Not Found				---------- Wilderness Idles ----------	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000961	1	AileensGen_AileenIdles_00000961_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000961_1.xwm	File Not Found				I'm beginning to understand how easy it is to get lost here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000962	1	AileensGen_AileenIdles_00000962_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000962_1.xwm	File Not Found				Sometimes I hear things before I see them...Still learning what's a harmless sound.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000963	1	AileensGen_AileenIdles_00000963_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000963_1.xwm	File Not Found				Everything is much farther apart than it looks Walking tends to change the sense of distance.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000964	1	AileensGen_AileenIdles_00000964_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000964_1.xwm	File Not Found				At least the roads are clearer and easier to follow. I'd hardly call some things a trail.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000965	1	AileensGen_AileenIdles_00000965_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000965_1.xwm	File Not Found				The scale and landscape here makes me feel all that much smaller.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000966	1	AileensGen_AileenIdles_00000966_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000966_1.xwm	File Not Found				Once you leave the roads, it's surprisingly quiet.	Neutral 50			
